$ numactl --physcpubind=4 --localalloc quickstart/target/getting-started-reactive-1.0.0-SNAPSHOT-runner -Xmx64m -XX:+PrintGC
__  ____  __  _____   ___  __ ____  ______
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/
2024-01-16 12:26:37,338 INFO  [io.quarkus] (main) getting-started-reactive 1.0.0-SNAPSHOT native (powered by Quarkus 3.6.5) started in 0.033s. Listening on: http://0.0.0.0:8080
2024-01-16 12:26:37,338 INFO  [io.quarkus] (main) Profile prod activated.
2024-01-16 12:26:37,338 INFO  [io.quarkus] (main) Installed features: [cdi, resteasy-reactive, smallrye-context-propagation, vertx]
[3.497s] GC(0) Pause Full GC (Collect on allocation) 13.00M->3.00M 14.698ms
[3.713s] GC(1) Pause Incremental GC (Collect on allocation) 16.00M->3.50M 2.440ms
[3.965s] GC(2) Pause Incremental GC (Collect on allocation) 16.50M->4.00M 2.345ms
[4.222s] GC(3) Pause Full GC (Collect on allocation) 17.00M->3.00M 8.367ms
[4.482s] GC(4) Pause Incremental GC (Collect on allocation) 16.00M->3.50M 1.199ms
[4.728s] GC(5) Pause Incremental GC (Collect on allocation) 16.00M->4.00M 1.186ms
[4.960s] GC(6) Pause Incremental GC (Collect on allocation) 16.00M->4.50M 1.209ms
[5.180s] GC(7) Pause Incremental GC (Collect on allocation) 16.00M->4.50M 1.615ms
[5.394s] GC(8) Pause Incremental GC (Collect on allocation) 15.50M->4.00M 1.610ms
[5.597s] GC(9) Pause Incremental GC (Collect on allocation) 14.50M->3.50M 1.603ms
[5.794s] GC(10) Pause Full GC (Collect on allocation) 13.50M->3.00M 7.913ms
[5.965s] GC(11) Pause Incremental GC (Collect on allocation) 12.00M->3.00M 1.596ms
[6.121s] GC(12) Pause Incremental GC (Collect on allocation) 11.50M->3.00M 1.550ms
[6.280s] GC(13) Pause Incremental GC (Collect on allocation) 11.00M->3.00M 1.546ms
[6.427s] GC(14) Pause Incremental GC (Collect on allocation) 10.50M->3.00M 1.531ms
[6.563s] GC(15) Pause Incremental GC (Collect on allocation) 10.00M->3.00M 1.501ms
[6.684s] GC(16) Pause Incremental GC (Collect on allocation) 9.50M->3.00M 1.504ms
[6.801s] GC(17) Pause Incremental GC (Collect on allocation) 9.00M->3.00M 1.447ms
[6.902s] GC(18) Pause Incremental GC (Collect on allocation) 8.50M->3.00M 1.461ms
[6.998s] GC(19) Pause Full GC (Collect on allocation) 8.00M->3.00M 7.550ms
[7.078s] GC(20) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.508ms
[7.160s] GC(21) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.345ms
[7.236s] GC(22) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.381ms
[7.315s] GC(23) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.377ms
[7.394s] GC(24) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.387ms
[7.473s] GC(25) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.406ms
[7.552s] GC(26) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.465ms
[7.631s] GC(27) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.430ms
[7.716s] GC(28) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.462ms
[7.796s] GC(29) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.449ms
[7.876s] GC(30) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.437ms
[7.956s] GC(31) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.329ms
[8.034s] GC(32) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.376ms
[8.100s] GC(33) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.404ms
[8.179s] GC(34) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.391ms
[8.258s] GC(35) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.387ms
[8.328s] GC(36) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.599ms
[8.414s] GC(37) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.426ms
[8.496s] GC(38) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.445ms
[8.573s] GC(39) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.425ms
[8.652s] GC(40) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.402ms
[8.731s] GC(41) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.424ms
[8.810s] GC(42) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.380ms
[8.886s] GC(43) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.398ms
[8.956s] GC(44) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.404ms
[9.028s] GC(45) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.414ms
[9.113s] GC(46) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.397ms
[9.192s] GC(47) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.475ms
[9.269s] GC(48) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.376ms
[9.348s] GC(49) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.415ms
[9.427s] GC(50) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.425ms
[9.506s] GC(51) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.417ms
[9.585s] GC(52) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.428ms
[9.664s] GC(53) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.441ms
[9.743s] GC(54) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.446ms
[9.828s] GC(55) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.361ms
[9.907s] GC(56) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.431ms
[9.979s] GC(57) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.371ms
[10.049s] GC(58) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.360ms
[10.127s] GC(59) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.359ms
[10.196s] GC(60) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.347ms
[10.274s] GC(61) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.414ms
[10.351s] GC(62) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.426ms
[10.424s] GC(63) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.422ms
[10.509s] GC(64) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.330ms
[10.588s] GC(65) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.456ms
[10.667s] GC(66) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.385ms
[10.746s] GC(67) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.402ms
[10.825s] GC(68) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.393ms
[10.904s] GC(69) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.426ms
[10.983s] GC(70) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.416ms
[11.052s] GC(71) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.376ms
[11.127s] GC(72) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.428ms
[11.210s] GC(73) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.410ms
[11.289s] GC(74) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.454ms
[11.368s] GC(75) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.380ms
[11.447s] GC(76) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.367ms
[11.516s] GC(77) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.363ms
[11.591s] GC(78) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.344ms
[11.668s] GC(79) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.388ms
[11.745s] GC(80) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.395ms
[11.822s] GC(81) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.385ms
[11.905s] GC(82) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.315ms
[11.975s] GC(83) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.397ms
[12.035s] GC(84) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.367ms
[12.113s] GC(85) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.353ms
[12.190s] GC(86) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.361ms
[12.263s] GC(87) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.332ms
[12.332s] GC(88) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.330ms
[12.410s] GC(89) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.347ms
[12.481s] GC(90) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.373ms
[12.565s] GC(91) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.310ms
[12.644s] GC(92) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.438ms
[12.722s] GC(93) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.358ms
[12.801s] GC(94) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.397ms
[12.880s] GC(95) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.400ms
[12.959s] GC(96) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.403ms
[13.038s] GC(97) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.394ms
[13.117s] GC(98) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.450ms
[13.191s] GC(99) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.408ms
[13.275s] GC(100) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.371ms
[13.357s] GC(101) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.391ms
[13.434s] GC(102) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.361ms
[13.513s] GC(103) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.341ms
[13.582s] GC(104) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.323ms
[13.657s] GC(105) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.383ms
[13.734s] GC(106) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.371ms
[13.811s] GC(107) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.391ms
[13.888s] GC(108) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.364ms
[13.971s] GC(109) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.314ms
[14.037s] GC(110) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.360ms
[14.116s] GC(111) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.329ms
[14.195s] GC(112) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.319ms
[14.274s] GC(113) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.364ms
[14.353s] GC(114) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.380ms
[14.432s] GC(115) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.368ms
[14.510s] GC(116) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.358ms
[14.587s] GC(117) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.374ms
[14.672s] GC(118) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.385ms
[14.751s] GC(119) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.450ms
[14.830s] GC(120) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.362ms
[14.909s] GC(121) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.389ms
[14.988s] GC(122) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.405ms
[15.057s] GC(123) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.399ms
[15.132s] GC(124) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.393ms
[15.209s] GC(125) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.392ms
[15.286s] GC(126) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.397ms
[15.364s] GC(127) Pause Full GC (Collect on allocation) 7.00M->3.00M 7.336ms
[15.443s] GC(128) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.426ms
[15.513s] GC(129) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.372ms
[15.592s] GC(130) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.367ms
[15.671s] GC(131) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.380ms
[15.750s] GC(132) Pause Incremental GC (Collect on allocation) 7.00M->3.00M 1.427ms
